motion_idx,motion_name,motion_file,completion_rate,episode_length,motion_length,avg_joint_error,avg_pose_error,max_roll,max_pitch,termination_reason,difficulty_score,joint_score,pose_score,stability_score
47,0807_yanjie_walk_016.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_016.pkl,1.0,3250.0,10.978975296020508,0.5076541900634766,580.7412719726562,3.1382663249969482,1.5384594202041626,unknown,58660.80591055237,50.765419006347656,58074.127197265625,535.9132942803969
48,0807_yanjie_walk_006.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_006.pkl,1.0,3250.0,14.995148658752441,0.2926829159259796,1.8373879194259644,3.1392605304718018,1.5641013383865356,unknown,751.9726527518867,29.26829159259796,183.73879194259644,538.9655692166923
49,0807_yanjie_walk_017.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_017.pkl,1.0,3250.0,21.993488311767578,0.4833315312862396,5.461472034454346,3.141313314437866,1.5647270679473877,unknown,1133.752860831673,48.33315312862396,546.1472034454346,539.2725042576143
50,0807_yanjie_walk_021.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_021.pkl,1.0,3250.0,20.847692489624023,0.26783546805381775,7.533627033233643,3.141374111175537,1.5688432455062866,unknown,1319.8974003830165,26.783546805381775,753.3627033233643,539.7511502542704
51,0811_static_019.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0811_static_019.pkl,1.0,3250.0,14.490087509155273,0.2364448606967926,0.8995488286018372,3.1095099449157715,1.565617322921753,unknown,649.3294911970985,23.64448606967926,89.95488286018372,535.7301222672355
52,0807_yanjie_walk_009.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_009.pkl,1.0,3250.0,8.873637199401855,0.3239002227783203,56.88188171386719,3.139855146408081,1.5667847394943237,unknown,6259.919395964837,32.39002227783203,5688.188171386719,539.3412023002862
53,0807_yanjie_walk_014.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_014.pkl,1.0,3250.0,9.970998764038086,0.2732010781764984,13.868844985961914,3.1392641067504883,1.5696512460708618,unknown,1953.8065580158818,27.32010781764984,1386.8844985961914,539.6019516020406
54,0807_yanjie_walk_026.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_026.pkl,1.0,3250.0,5.425260066986084,0.25932061672210693,3.2728943824768066,1.8276830911636353,1.4739253520965576,unknown,731.5579587270254,25.932061672210693,327.28943824768066,378.33645880713397
55,0807_yanjie_walk_038.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_038.pkl,1.0,3250.0,19.87386703491211,0.2385142296552658,4.973924160003662,3.1415536403656006,1.558133840560913,unknown,1059.7883543410103,23.85142296552658,497.3924160003662,538.5445153751176
56,0807_yanjie_walk_018.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_018.pkl,1.0,3250.0,11.85079574584961,0.2412969321012497,14.81274127960205,2.825652837753296,1.562041163444519,unknown,2008.196517297338,24.12969321012497,1481.274127960205,502.79269612700796
57,0807_yanjie_walk_025.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_025.pkl,1.0,3250.0,13.087750434875488,0.27040186524391174,3.249302625656128,3.1272037029266357,1.5635210275650024,unknown,889.4879089196268,27.040186524391174,324.9302625656128,537.5174598296228
